,Text,TagTog,Senticnet,PyFeel
755,"Mes chers enfants, satisfaites promptement mon désir, afin que je me rende favorable, avant tous les dieux, Athènè qui s'est montrée ouvertement à moi au festin sacré de Poseidaôn. Que l'un de vous aille dans la campagne chercher une génisse que le bouvier amènera, et qu'il revienne à la hâte. Un autre se rendra à la nef noire du magnanime Tèlémakhos, et il amènera tous ses compagnons, et il n'en laissera que deux. Un autre ordonnera au fondeur d'or Laerkeus de venir répandre de l'or sur les cornes de la génisse ; et les autres resteront auprès de moi. Ordonnez aux servantes de préparer un festin sacré dans la demeure, et d'apporter des sièges, du bois et de l'eau pure.",Fear,ecstasy,joy
756,"Mes chers enfants, satisfaites promptement mon désir, afin que je me rende favorable, avant tous les dieux, Athènè qui s'est montrée ouvertement à moi au festin sacré de Poseidaôn. Que l'un de vous aille dans la campagne chercher une génisse que le bouvier amènera, et qu'il revienne à la hâte. Un autre se rendra à la nef noire du magnanime Tèlémakhos, et il amènera tous ses compagnons, et il n'en laissera que deux. Un autre ordonnera au fondeur d'or Laerkeus de venir répandre de l'or sur les cornes de la génisse ; et les autres resteront auprès de moi. Ordonnez aux servantes de préparer un festin sacré dans la demeure, et d'apporter des sièges, du bois et de l'eau pure.""",Surprise,ecstasy,joy
757,Gérennien Nestôr,Angry,,calmness
758,"Mes enfants, donnez promptement à Tèlémakhos des chevaux au beau poil, et liez-les au char, afin qu'il fasse son voyage.""
""Il parla ainsi, et, l'ayant entendu, ils lui obéirent aussitôt. Et ils lièrent promptement au char deux chevaux rapides. Et la servante intendante y déposa du pain et du vin et tous les mets dont se nourrissent les rois élevés par Zeus. Et Tèlémakhos monta dans le beau char, et, auprès de lui, le Nestoride Peisistratos, chef des hommes, monta aussi et prit les rênes en mains. Puis, il fouetta les chevaux, et ceux-ci s'élancèrent avec ardeur dans la plaine, laissant derrière eux la ville escarpée de Pylos. Et, tout le jour, ils secouèrent le joug qui les retenait des deux côtés.",Surprise,ecstasy,joy
759,"Père Zeus, et vous, dieux heureux qui vivez toujours, craignez qu'un roi porte-sceptre ne soit plus jamais ni doux, ni clément, mais que, loin d'avoir des pensées équitables, il soit dur et injuste, si nul ne se souvient du divin Odysseus parmi ceux sur lesquels il a régné comme un père plein de douceur.",Angry,grief,joy
760,"il soit dur et injuste, si nul ne se souvient du divin Odysseus parmi ceux sur lesquels il a régné comme un père plein de douceur",Sadness,grief,sadness
761,"Voici qu'il est étendu, subissant des peines cruelles, dans l'île et dans les demeures de la Nymphe Kalypsô qui le retient de force, et il ne peut retourner dans la terre de la patrie, car il n'a ni nefs armées d'avirons, ni compagnons, qui puissent le conduire sur le vaste dos de la mer.",Sadness,ecstasy,fear
762,"Et voici maintenant qu'on veut tuer son fils bien-aimé à son retour dans ses demeures, car il est parti, afin de s'informer de son père, pour la divine Pylos et l'illustre Lakédaimôn.",Sadness,ecstasy,fear
763,"Mon enfant, quelle parole s'est échappée d'entre tes dents ?",Surprise,ecstasy,joy
764,N'as-tu point délibéré toi-même dans ton esprit pour qu'Odysseus revint et se vengeât ?,Calmness,ecstasy,calmness
765,"Conduis Tèlémakhos avec soin, car tu le peux, afin qu'il retourne sain et sauf dans la terre de la patrie, et les prétendants reviendront sur leur nef.",Calmness,ecstasy,calmness
766,"Herméias, qui es le messager des dieux, va dire à la Nymphe aux beaux cheveux que nous avons résolu le retour d'Odysseus.",Calmness,terror,disgust
767,Qu'elle le laisse partir.,Calmness,grief,fear
768,"Sans qu'aucun dieu ou qu'aucun homme mortel le conduise, sur un radeau uni par des liens, seul, et subissant de nouvelles douleurs, il parviendra le vingtième jour à la fertile Skhériè, terre des Phaiakiens qui descendent des Dieux.",Calmness,ecstasy,fear
769,"Et les Phaiakiens, dans leur esprit, l'honoreront comme un dieu, et ils le renverront sur une nef dans la chère terre de la patrie, et ils lui donneront en abondance de l'airain, de l'or et des vêtements, de sorte qu'Odysseus n'en eût point rapporté autant de Troiè, s'il était revenu sain et sauf, ayant reçu sa part du butin.",Calmness,ecstasy,sadness
770,Ainsi sa destinée est de revoir ses amis et de rentrer dans sa haute demeure et dans la terre de la patrie.,Calmness,serenity,sadness
771,"Pourquoi es-tu venu vers moi, Herméias à la baguette d'or, vénérable et cher, que je n'ai jamais vu ici ?",Surprise,ecstasy,sadness
772,Dis ce que tu désires.,Calmness,,calmness
773,"Mon coeur m'ordonne de te satisfaire, si je le puis et si cela est possible.",Calmness,dislike,joy
774,"Mais suis-moi, afin que je t'offre les mets hospitaliers.",Calmness,ecstasy,calmness
775,"Tu me demandes pourquoi un dieu vient vers toi, déesse ; je te répondrai avec vérité, comme tu le désires.",Calmness,annoyance,fear
776,"Zeus m'a ordonné de venir, malgré moi, car qui parcourrait volontiers les immenses eaux salées où il n'y a aucune ville d'hommes mortels qui font des sacrifices aux dieux et leur offrent de saintes hécatombes ?",Calmness,joy,calmness
777,Mais il n'est point permis à tout autre dieu de résister à la volonté de Zeus tempétueux.,Calmness,ecstasy,fear
778,"On dit qu'un homme est auprès de toi, le plus malheureux de tous les hommes qui ont combattu pendant neuf ans autour de la ville de Priamos, et qui l'ayant saccagée dans la dixième année, montèrent sur leurs nefs pour le retour.",Calmness,terror,sadness
779,"Et ils offensèrent Athènè, qui souleva contre eux le vent, les grands flots et le malheur.",Calmness,grief,fear
780,"Et tous les braves compagnons d'Odysseus périrent, et il fut lui-même jeté ici par le vent et les flots.",Calmness,pleasantness,fear
781,"Maintenant, Zeus t'ordonne de le renvoyer très promptement, car sa destinée n'est point de mourir loin de ses amis, mais de les revoir et de rentrer dans sa haute demeure et dans la terre de la patrie.",Calmness,serenity,sadness
782,"Vous êtes injustes, ô dieux, et les plus jaloux des autres dieux, et vous enviez les déesses qui dorment ouvertement avec les hommes qu'elles choisissent pour leurs chers maris.",Angry,terror,angry
783,"Ainsi, quand Éôs aux doigts rosés enleva Oriôn, vous fûtes jaloux d'elle, ô dieux qui vivez toujours, jusqu'à ce que la chaste Artémis au thrône d'or eût tué Oriôn de ses douces flèches, dans Ortygiè ; ainsi, quand Dèmètèr aux beaux cheveux, cédant à son âme, s'unit d'amour à Iasiôn sur une terre récemment labourée, Zeus, l'ayant su aussitôt, le tua en le frappant de la blanche foudre ; ainsi, maintenant, vous m'enviez, ô dieux, parce que je garde auprès de moi un homme mortel que j'ai sauvé et recueilli seul sur sa carène, après que Zeus eut fendu d'un jet de foudre sa nef rapide au milieu de la mer sombre.",Angry,ecstasy,fear
784,"Tous ses braves compagnons avaient péri, et le vent et les flots l'avaient poussé ici.",Calmness,enthusiasm,fear
785,"Et je l'aimai et je le recueillis, et je me promettais de le rendre immortel et de le mettre pour toujours à l'abri de la vieillesse.",Calmness,grief,sadness
786,Mais il n'est point permis à tout autre dieu de résister à la volonté de Zeus tempétueux.,Sadness,ecstasy,fear
787,"Puisqu'il veut qu'Odysseus soit de nouveau errant sur la mer agitée, soit ; mais je ne le renverrai point moi-même, car je n'ai ni nefs armées d'avirons, ni compagnons qui le reconduisent sur le vaste dos de la mer.",Angry,ecstasy,fear
788,Je lui révélerai volontiers et ne lui cacherai point ce qu'il faut faire pour qu'il parvienne sain et sauf dans la terre de la patrie.,Calmness,ecstasy,calmness
789,"Renvoie-le dès maintenant, afin d'éviter la colère de Zeus, et de peur qu'il s'enflamme contre toi à l'avenir.",Calmness,grief,angry
790,"Malheureux, ne te lamente pas plus longtemps ici, et ne consume point ta vie, car je vais te renvoyer promptement.",Sadness,terror,sadness
791,"Va ! fais un large radeau avec de grands arbres tranchés par l'airain, et pose par-dessus un banc très élevé, afin qu'il te porte sur la mer sombre.",Calmness,ecstasy,fear
792,"Et j'y placerai moi-même du pain, de l'eau et du vin rouge qui satisferont ta faim, et je te donnerai des vêtements, et je t'enverrai un vent propice afin que tu parviennes sain et sauf dans la terre de la patrie, si les dieux le veulent ainsi qui habitent le large Ouranos et qui sont plus puissants que moi par l'intelligence et la sagesse.",Calmness,ecstasy,sadness
793,"Certes, tu as une autre pensée, déesse, que celle de mon départ, puisque tu m'ordonnes de traverser sur un radeau les grandes eaux de la mer, difficiles et effrayantes, et que traversent à peine les nefs égales et rapides se réjouissant du souffle de Zeus.",Surprise,responsiveness,fear
794,"Je ne monterai point, comme tu le veux, sur un radeau, à moins que tu ne jures par le grand serment des dieux que tu ne prépares point mon malheur et ma perte.",Calmness,ecstasy,fear
795,"Certes, tu es menteur et rusé, puisque tu as pensé et parlé ainsi.",Calmness,grief,angry
796,"Que Gaia le sache, et le large Ouranos supérieur, et l'eau souterraine de Styx, ce qui est le plus grand et le plus terrible serment des dieux heureux, que je ne prépare ni ton malheur, ni ta perte.",Sadness,terror,fear
797,"Je t'ai offert et conseillé ce que je tenterais pour moi-même, si la nécessité m'y contraignait.",Calmness,ecstasy,calmness
798,"Mon esprit est équitable, et je n'ai point dans ma poitrine un coeur de fer, mais compatissant.",Calmness,ecstasy,fear
799,"Divin Laertiade, subtil Odysseus, ainsi, tu veux donc retourner dans ta demeure et dans la chère terre de la patrie ?",Calmness,ecstasy,sadness
800,"Cependant, reçois mon salut.",Calmness,ecstasy,sadness
801,"Si tu savais dans ton esprit combien de maux il est dans ta destinée de subir avant d'arriver à la terre de la patrie, certes, tu resterais ici avec moi, dans cette demeure, et tu serais immortel, bien que tu désires revoir ta femme que tu regrettes tous les jours.",Calmness,ecstasy,sadness
802,bien que tu désires revoir ta femme que tu regrettes tous les jours.,Disgust,ecstasy,joy
803,"Et certes, je me glorifie de ne lui être inférieure ni par la beauté, ni par l'esprit, car les mortelles ne peuvent lutter de beauté avec les immortelles.",Calmness,ecstasy,joy
804,"Vénérable déesse, ne t'irrite point pour cela contre moi.",Calmness,ecstasy,sadness
805,Je sais en effet que la sage Pènélopéia t'est bien inférieure en beauté et majesté.,Calmness,ecstasy,joy
806,"Elle est mortelle, et tu ne connaîtras point la vieillesse ; et, cependant, je veux et je désire tous les jours revoir le moment du retour et regagner ma demeure.",Calmness,ecstasy,sadness
807,"Si quelque dieu m'accable encore de maux sur la sombre mer, je les subirai avec un coeur patient.",Calmness,ecstasy,fear
808,"J'ai déjà beaucoup souffert sur les flots et dans la guerre ; que de nouvelles misères m'arrivent, s'il le faut.",Calmness,enthusiasm,fear
809,Ô dieux ! les immortels ont décidé autrement d'Odysseus tandis que j'étais chez les Aithiopiens.,Calmness,enthusiasm,calmness
810,"Voici qu'il approche de la terre des Phaiakiens, où sa destinée est qu'il rompe la longue chaîne de misères qui l'accablent.",Calmness,ecstasy,fear
811,Mais je pense qu'il va en subir encore.,Fear,ecstasy,sadness
812,Mais je pense qu'il va en subir encore,Sadness,ecstasy,sadness
813,Ah ! malheureux que je suis !,Calmness,terror,sadness
814,Que va-t-il m'arriver ?,Fear,ecstasy,calmness
815,"Je le crains, la déesse ne m'a point trompé quand elle m'a dit que je subirais des maux nombreux sur la mer, avant de parvenir à la terre de la patrie.",Sadness,ecstasy,disgust
816,"Certes, voici que ses paroles s'accomplissent.",Calmness,,calmness
817,De quelles nuées Zeus couronne le large Ouranos !,Surprise,ecstasy,calmness
818,"La mer est soulevée, les tempêtes de tous les vents sont déchaînées, et voici ma ruine suprême.",Calmness,serenity,fear
819,"Trois et quatre fois heureux les Danaens qui sont morts autrefois, devant la grande Troiè, pour plaire aux Atréides !",Calmness,disgust,joy
820,Plût aux dieux que j'eusse subi ma destinée et que je fusse mort le jour où les Troiens m'assiégeaient de leurs lances d'airain autour du cadavre d'Akhilleus !,Calmness,sadness,sadness
821,"Alors on eût accompli mes funérailles, et les Akhaiens eussent célébré ma gloire.",Calmness,ecstasy,sadness
822,Maintenant ma destinée est de subir une mort obscure !,Sadness,sadness,sadness
823,Malheureux !,Surprise,terror,sadness
824,"pourquoi Poseidaôn qui ébranle la terre est-il si cruellement irrité contre toi, qu'il t'accable de tant de maux ?",Surprise,grief,sadness
825,"Mais il ne te perdra pas, bien qu'il le veuille.",Calmness,ecstasy,joy
826,"Fais ce que je vais te dire, car tu ne me sembles pas manquer de sagesse.",Calmness,,fear
827,"Ayant rejeté tes vêtements, abandonne le radeau aux vents et nage de tes bras jusqu'à la terre des Phaiakiens, où tu dois être sauvé.",Calmness,grief,fear
828,"Prends cette bandelette immortelle, étends-la sur ta poitrine et ne crains plus ni la douleur, ni la mort.",Calmness,ecstasy,sadness
829,"Dès que tu auras saisi le rivage de tes mains, tu la rejetteras au loin dans la sombre mer en te détournant.",Calmness,serenity,fear
830,"Hélas ! je crains qu'un des immortels ourdisse une ruse contre moi en m'ordonnant de me jeter hors du radeau ; mais je ne lui obéirai pas aisément, car cette terre est encore très éloignée où elle dit que je dois échapper à la mort ; mais je ferai ceci, et il me semble que c'est le plus sage : aussi longtemps que ces pièces de bois seront unies par leurs liens, je resterai ici et je subirai mon mal patiemment, et dès que la mer aura rompu le radeau, je nagerai, car je ne pourrai rien faire de mieux.",Sadness,grief,fear
